Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
3400,28.333000,-275.553223,-634.398560,-305.839691,-307.926514,-351.667267,-237.789322,-273.992676,-746.005737,-242.860474,-291.543457,-398.109741,-356.685760,-264.054382,-651.595886,-451.268829,-290.146790,-304.841583,-473.717133,-330.255768,-418.714539,-169.659653,-307.249054,-702.543030,-161.215271,-296.707520,-481.352722,-505.214203,,,,,,,,,,,,
3401,28.342000,-275.583954,-638.249390,-306.679138,-307.469086,-349.383087,-240.671875,-273.334503,-752.318359,-248.059662,-291.610809,-397.462585,-359.023285,-265.296295,-651.909424,-452.632233,-290.283997,-305.065552,-476.784119,-329.809174,-416.104523,-172.159195,-305.822510,-713.388184,-163.892563,-297.859833,-481.577240,-507.189270,,,,,,,,,,,,
3402,28.350000,-275.658661,-642.148499,-307.521576,-307.036133,-347.389679,-243.691238,-272.686035,-758.044739,-254.061157,-291.858673,-396.639832,-361.438934,-266.743103,-651.842102,-453.834534,-290.583893,-304.957520,-479.760895,-329.291901,-413.709290,-174.753540,-304.625885,-724.633057,-167.211090,-298.836212,-481.802216,-509.194244,,,,,,,,,,,,
3403,28.358000,-275.984528,-646.139587,-308.454254,-306.290375,-345.407715,-246.670074,-272.971771,-764.677734,-259.830017,-291.771271,-395.839264,-363.937256,-268.022675,-651.591431,-455.004333,-290.895081,-304.902771,-482.739136,-328.229889,-411.427643,-177.469879,-303.878143,-736.217163,-171.132751,-300.041412,-481.564941,-511.084747,,,,,,,,,,,,
3404,28.367000,-276.437500,-650.093933,-309.355225,-305.506805,-343.608093,-249.283539,-272.422150,-771.079407,-266.279633,-291.847076,-394.912079,-366.278381,-269.399689,-651.083435,-455.993286,-291.443359,-304.504089,-485.658569,-327.223053,-409.524170,-179.957489,-303.519897,-747.904419,-175.765472,-301.033722,-481.456390,-512.860168,,,,,,,,,,,,
3405,28.375000,-277.072235,-654.079163,-310.275848,-304.607391,-341.959259,-251.819992,-273.075439,-777.014832,-273.201538,-291.713257,-394.029877,-368.542694,-270.740479,-650.609680,-456.833435,-291.944275,-304.058838,-488.082306,-326.069885,-407.878815,-182.388290,-303.585449,-759.842896,-181.186325,-302.203613,-481.046661,-514.433472,,,,,,,,,,,,
3406,28.383000,-277.811249,-658.142578,-311.332611,-303.681183,-340.607971,-253.967316,-275.226105,-782.421265,-280.514954,-291.736572,-393.560272,-370.447998,-272.168762,-650.066284,-457.707611,-292.555756,-303.673218,-490.070221,-324.743958,-406.653381,-184.551804,-303.529053,-771.915039,-187.197495,-303.288757,-480.720490,-515.789062,,,,,,,,,,,,
3407,28.392000,-278.785065,-662.191345,-312.549347,-303.167206,-339.471313,-255.674393,-276.231689,-787.821350,-287.648895,-291.981720,-393.116364,-371.903900,-273.588074,-649.765259,-458.595093,-293.066528,-303.403198,-491.576904,-324.313354,-405.464325,-186.131943,-304.028198,-783.155518,-193.846451,-304.433167,-480.309875,-516.773438,,,,,,,,,,,,
3408,28.400000,-279.844635,-666.396851,-313.887451,-302.863617,-338.478027,-256.886261,-277.256683,-793.122009,-295.078186,-292.342072,-392.680542,-372.899353,-275.154144,-649.493103,-459.441223,-293.667419,-303.164856,-492.822174,-324.090607,-404.697540,-187.607437,-304.597046,-794.274231,-200.995956,-305.612671,-480.040009,-517.765015,,,,,,,,,,,,
3409,28.408000,-280.923676,-670.629578,-315.413055,-302.998627,-337.932281,-257.714844,-278.519226,-798.080688,-302.588745,-292.809235,-392.635864,-373.655731,-276.674255,-649.322876,-460.458344,-294.117676,-302.941345,-493.422607,-324.244232,-404.414978,-188.815704,-305.195618,-805.055298,-208.590195,-306.787323,-479.667023,-518.462952,,,,,,,,,,,,
3410,28.417000,-282.076965,-674.952820,-317.180542,-303.159332,-337.509491,-258.368805,-279.873718,-802.846985,-310.109741,-293.525055,-392.585083,-374.004211,-278.125610,-649.260071,-461.464294,-294.633698,-302.784790,-493.680939,-324.731140,-404.394745,-189.705185,-306.271545,-815.207214,-216.662079,-307.847504,-479.468384,-519.127441,,,,,,,,,,,,
3411,28.425000,-283.252777,-679.167480,-319.066132,-303.994568,-337.368530,-258.449066,-281.442047,-807.258545,-317.802002,-294.380402,-392.482788,-374.037994,-279.433899,-649.202759,-462.465210,-295.244781,-302.610352,-493.669922,-325.612244,-404.780548,-190.302719,-308.355469,-825.074524,-224.744720,-308.845123,-479.045227,-519.582458,,,,,,,,,,,,
3412,28.433000,-284.518280,-683.270264,-320.870483,-305.135132,-337.576691,-258.293091,-282.984528,-811.294617,-325.467987,-295.251282,-392.508759,-374.052582,-280.667267,-649.026123,-463.294037,-295.993713,-302.332550,-493.428406,-326.813751,-405.625000,-190.925125,-310.043884,-834.475342,-233.525421,-309.815552,-478.668854,-519.810120,,,,,,,,,,,,
3413,28.442000,-285.723511,-687.163025,-322.515594,-306.487396,-338.079498,-258.002686,-284.525696,-814.827576,-333.060883,-296.451538,-392.677277,-373.900696,-281.695496,-648.820251,-463.919159,-296.914520,-301.953278,-492.892731,-328.176483,-406.858398,-191.426102,-311.232880,-843.321167,-242.781998,-310.841339,-478.122650,-519.961426,,,,,,,,,,,,
3414,28.450000,-286.926910,-690.864319,-324.001526,-308.023254,-338.895477,-257.588531,-285.754242,-817.952759,-340.479218,-297.690033,-393.073273,-373.707092,-282.710907,-648.515320,-464.238678,-297.809540,-301.624359,-492.118286,-329.935638,-408.501556,-191.824051,-312.664764,-851.449463,-251.819305,-311.745026,-477.728058,-519.764893,,,,,,,,,,,,
3415,28.458000,-288.050323,-694.247681,-325.167786,-309.813171,-340.082672,-257.005768,-286.750580,-820.432129,-347.616943,-298.974884,-393.628326,-373.574066,-283.591248,-648.265930,-464.242828,-298.833405,-301.256317,-491.298615,-331.818787,-410.281311,-192.056473,-313.400665,-859.451172,-261.461853,-312.566467,-477.308167,-519.441895,,,,,,,,,,,,
3416,28.467000,-289.261230,-697.315796,-325.954651,-311.784302,-341.525391,-256.515106,-287.364471,-822.396057,-354.333923,-300.550110,-394.113953,-373.350555,-284.510071,-647.903748,-463.882416,-299.966705,-300.918030,-490.426697,-333.983368,-412.299500,-192.331635,-313.699402,-867.112793,-270.976074,-313.430878,-476.913971,-518.837097,,,,,,,,,,,,
3417,28.475000,-290.464325,-700.262939,-326.463501,-314.128998,-343.102325,-256.014374,-287.752136,-824.000000,-360.501404,-302.096466,-394.823639,-373.326263,-285.251923,-647.476013,-463.169647,-301.241974,-300.410767,-489.438263,-336.339203,-414.479309,-192.543442,-314.123505,-873.963379,-280.022400,-314.223938,-476.495331,-518.058594,,,,,,,,,,,,
3418,28.483000,-291.417694,-703.066284,-326.824432,-316.465027,-345.061493,-255.760818,-288.137299,-825.352112,-366.250916,-303.820068,-395.532501,-373.507538,-285.984344,-646.859741,-462.173828,-302.464111,-299.941254,-488.597412,-338.859955,-416.935242,-192.979370,-314.641205,-880.105164,-288.818359,-314.854187,-476.121277,-517.284485,,,,,,,,,,,,
3419,28.492000,-292.145142,-705.683594,-327.011200,-319.042023,-346.955627,-255.594604,-288.726074,-826.132263,-371.371246,-305.429352,-396.291840,-373.712891,-286.368622,-646.283325,-460.995728,-303.816315,-299.376007,-487.705688,-341.143921,-419.533844,-193.542816,-314.571503,-885.840881,-298.005066,-315.650940,-475.451904,-516.262695,,,,,,,,,,,,
3420,28.500000,-292.770935,-708.061218,-326.894440,-321.642059,-348.989075,-255.545258,-289.108490,-826.499329,-376.225403,-306.997986,-397.228088,-374.112152,-286.731842,-645.680359,-459.614441,-305.166565,-298.920532,-486.824585,-344.151184,-421.929169,-193.849045,-314.530151,-890.576050,-306.603943,-316.203094,-475.173920,-515.229858,,,,,,,,,,,,
3421,28.508000,-293.369659,-710.070129,-326.640625,-324.127014,-351.131500,-255.507980,-288.954041,-826.627869,-380.445160,-308.771118,-398.077118,-374.356628,-287.111053,-645.163879,-458.062744,-306.254852,-298.472717,-486.039215,-346.623260,-424.358704,-194.290207,-314.310730,-894.484314,-314.767059,-316.821411,-474.759705,-514.069397,,,,,,,,,,,,
3422,28.517000,-294.007935,-711.636658,-326.204742,-326.368439,-353.361206,-255.269135,-288.716766,-826.341431,-384.075806,-310.106873,-399.211487,-374.641846,-287.513794,-644.764465,-456.491547,-307.542358,-298.162659,-484.970032,-348.954102,-426.653595,-194.218811,-313.890472,-898.104614,-322.106262,-317.423767,-474.566650,-512.933716,,,,,,,,,,,,
3423,28.525000,-294.515320,-713.165588,-325.427429,-328.294189,-355.489929,-255.150940,-288.373688,-825.802124,-386.947052,-311.311035,-400.398865,-374.745148,-287.923157,-644.635254,-454.960999,-308.453918,-297.981750,-483.935059,-351.014282,-428.875610,-194.289581,-312.825500,-900.745850,-328.990784,-317.944275,-474.516998,-511.640656,,,,,,,,,,,,
3424,28.533000,-294.980225,-714.397400,-324.640198,-329.655151,-357.675720,-254.954453,-288.254333,-825.179688,-389.147400,-312.363312,-401.730164,-374.744995,-288.295868,-644.660889,-453.530975,-309.280457,-298.022644,-482.766205,-352.554993,-431.179230,-194.227310,-312.402100,-902.779663,-334.380463,-318.379669,-474.602966,-510.353851,,,,,,,,,,,,
3425,28.542000,-295.316986,-715.462463,-323.944763,-330.630280,-359.957184,-254.568512,-287.602295,-824.912048,-390.727997,-313.073486,-403.102173,-374.748596,-288.890381,-644.737000,-452.127441,-309.962585,-298.109161,-481.536377,-353.656860,-433.382263,-193.991196,-311.920502,-903.159912,-335.726471,-318.733856,-474.763275,-509.170410,,,,,,,,,,,,
3426,28.550000,-295.545258,-716.378296,-323.294373,-331.100403,-361.934601,-254.309235,-288.098572,-824.806519,-391.625549,-313.415344,-404.686951,-374.572754,-288.957275,-645.158142,-451.270020,-310.416046,-298.481598,-480.233948,-354.157715,-435.377655,-193.647903,-311.719971,-905.951172,-342.061157,-319.182892,-475.020081,-508.016357,,,,,,,,,,,,
3427,28.558000,-295.602570,-717.144714,-322.603058,-331.320068,-363.896790,-253.983551,-288.495819,-824.804138,-392.043030,-313.405975,-406.235382,-374.372772,-289.175232,-645.683411,-450.413818,-310.639587,-298.932129,-478.771545,-354.519470,-437.154633,-193.072174,-311.830475,-907.025391,-343.963196,-319.465546,-475.534943,-506.851196,,,,,,,,,,,,
3428,28.567000,-295.997192,-717.719055,-321.780579,-330.997589,-365.869904,-253.567398,-289.031677,-825.045044,-391.855408,-313.403503,-407.970184,-373.972260,-289.426086,-646.353455,-449.783295,-310.705627,-299.464386,-477.360504,-354.142334,-439.215973,-192.680588,-312.267609,-907.725281,-344.562836,-319.679077,-476.009491,-505.704041,,,,,,,,,,,,
3429,28.575000,-296.199402,-718.070618,-321.044708,-330.531403,-367.792694,-252.868057,-289.644592,-825.630554,-390.979065,-313.098877,-409.683838,-373.631256,-289.673157,-647.260132,-449.259644,-310.533630,-300.184692,-475.898224,-353.271698,-441.190887,-192.256241,-313.156281,-908.169678,-343.689484,-319.836823,-476.591248,-504.761292,,,,,,,,,,,,
3430,28.583000,-296.293732,-718.238403,-320.216492,-329.125122,-369.829773,-252.395782,-290.322510,-826.180603,-389.775970,-312.333252,-411.284515,-373.105377,-289.982513,-648.112305,-448.793701,-310.182434,-300.932739,-474.424622,-352.143250,-443.239716,-191.651489,-313.990479,-908.497620,-341.794891,-319.921661,-477.365234,-503.672119,,,,,,,,,,,,
3431,28.592000,-296.509308,-718.108582,-319.163269,-327.544983,-371.753845,-251.606735,-291.077118,-826.754700,-387.680206,-311.445587,-412.901123,-372.533325,-290.246124,-648.983643,-448.389557,-309.590820,-301.751953,-472.907654,-350.531372,-445.243439,-191.005203,-314.968018,-908.529358,-338.812378,-319.914795,-477.991760,-502.686676,,,,,,,,,,,,
3432,28.600000,-296.726166,-717.559570,-318.026184,-326.010773,-373.620880,-250.781708,-291.734589,-827.193237,-385.153046,-310.537659,-414.486206,-371.978729,-290.384216,-649.955078,-447.971985,-308.876678,-302.477020,-471.500092,-348.630310,-447.340485,-190.234451,-315.728088,-907.834656,-335.331177,-319.799927,-478.661469,-501.772461,,,,,,,,,,,,
3433,28.608000,-296.648102,-716.685364,-316.694641,-324.065643,-375.480469,-250.099213,-292.054993,-827.097534,-382.291718,-309.443756,-415.914886,-371.442108,-290.477814,-650.814087,-447.595001,-308.090668,-303.138550,-470.041290,-346.740845,-449.075470,-189.526016,-316.631836,-907.243408,-330.945282,-319.611176,-479.226654,-500.731415,,,,,,,,,,,,
3434,28.617000,-296.408173,-715.507324,-315.465088,-322.285950,-377.083801,-249.270691,-292.349884,-827.291077,-379.475647,-308.318542,-417.194611,-370.893921,-290.514099,-651.437500,-447.232513,-307.160950,-303.674103,-468.666504,-345.031982,-450.834381,-188.886551,-317.584595,-906.048828,-325.865723,-319.331024,-479.712341,-499.807709,,,,,,,,,,,,
3435,28.625000,-295.951233,-713.785278,-314.181183,-320.494690,-378.666382,-248.503967,-292.717560,-827.008179,-375.851776,-307.096008,-418.279816,-370.493835,-290.444550,-651.914368,-446.724670,-306.214691,-304.082886,-467.341919,-343.256958,-452.429291,-188.240494,-317.625275,-904.281128,-320.518799,-319.074371,-479.902527,-498.714020,,,,,,,,,,,,
3436,28.633000,-295.595215,-712.172058,-312.589569,-318.808533,-380.030273,-247.647995,-293.040955,-826.349854,-371.532440,-306.076965,-419.022125,-369.942261,-290.251984,-652.138794,-446.066315,-305.376404,-304.204773,-466.106537,-341.363464,-453.897919,-187.557724,-317.933777,-902.118713,-314.393372,-318.720886,-480.005981,-497.720673,,,,,,,,,,,,
3437,28.642000,-294.784546,-710.212891,-310.797180,-316.790649,-381.225037,-246.917740,-292.773682,-825.487183,-367.344757,-304.957031,-419.450745,-369.329590,-289.902283,-652.126526,-445.318024,-304.452393,-304.031769,-464.872223,-339.356323,-455.143707,-186.753067,-317.856201,-899.606201,-308.005615,-318.320587,-479.771210,-496.597534,,,,,,,,,,,,
3438,28.650000,-294.005646,-707.818542,-308.893219,-315.029449,-382.093964,-245.884827,-292.384705,-824.391052,-362.927673,-303.610474,-419.548248,-368.748169,-289.428864,-651.793091,-444.293121,-303.453278,-303.787445,-463.613617,-337.434113,-456.056122,-185.754181,-317.101288,-896.696899,-301.483154,-317.716614,-479.544159,-495.407593,,,,,,,,,,,,
3439,28.658000,-293.032074,-705.047668,-306.810059,-313.244232,-382.528656,-244.668579,-291.793121,-822.845276,-358.291687,-302.458740,-419.267120,-367.721985,-288.867004,-651.318481,-443.182465,-302.522766,-303.236572,-462.402710,-335.529205,-456.559723,-184.575592,-316.542816,-893.465942,-294.634064,-317.132141,-479.016541,-494.069000,,,,,,,,,,,,
3440,28.667000,-292.025848,-702.102600,-304.636017,-311.517853,-382.507202,-243.329605,-290.906830,-820.930603,-353.416046,-301.366119,-418.517212,-366.542816,-288.282867,-650.584595,-441.810181,-301.589691,-302.403534,-461.063049,-333.757751,-456.554169,-183.136032,-315.837097,-889.520996,-287.717255,-316.451111,-478.416809,-492.710999,,,,,,,,,,,,
3441,28.675000,-290.948151,-698.906677,-302.364655,-309.962921,-381.856140,-241.745102,-290.369263,-818.854309,-348.386230,-300.074493,-417.642578,-365.174805,-287.472290,-649.552979,-440.354187,-300.612823,-301.465149,-459.592865,-332.058563,-455.861176,-181.565872,-314.647522,-885.296631,-280.686035,-315.701965,-477.316986,-491.182312,,,,,,,,,,,,
3442,28.683000,-289.830994,-695.574036,-300.002472,-308.617371,-380.666504,-239.968369,-288.948944,-816.426392,-343.295410,-298.898193,-416.460754,-363.508301,-286.667358,-648.427856,-438.728729,-299.596100,-300.265442,-457.938446,-330.620178,-454.688019,-179.725525,-313.393188,-880.831055,-273.610229,-314.879883,-476.001678,-489.438049,,,,,,,,,,,,
3443,28.692000,-288.743134,-692.080933,-297.527740,-307.345917,-379.024475,-238.033173,-287.849182,-813.847351,-338.042236,-297.844452,-414.871552,-361.510345,-285.687500,-646.944336,-436.993896,-298.590576,-298.786591,-456.103851,-329.186157,-452.895508,-177.686813,-312.547028,-875.882080,-266.035889,-314.021149,-474.618378,-487.648163,,,,,,,,,,,,
3444,28.700000,-287.604126,-688.421448,-294.977600,-306.150818,-377.110931,-235.900497,-286.719940,-811.149170,-332.640289,-296.814270,-413.064697,-359.323395,-284.570343,-645.162048,-435.054352,-297.620636,-297.112457,-454.072906,-327.903564,-450.827667,-175.473083,-311.586975,-870.717957,-258.537933,-313.026550,-472.992737,-485.664215,,,,,,,,,,,,
3445,28.708000,-286.491394,-684.651062,-292.308197,-304.882721,-374.771179,-233.614853,-285.907074,-808.205017,-327.090942,-295.653381,-410.944031,-356.979919,-283.451263,-643.245239,-432.920624,-296.697937,-295.152740,-451.828644,-326.603180,-448.610748,-173.045166,-310.325104,-865.197327,-251.341522,-312.012360,-471.020630,-483.457581,,,,,,,,,,,,
3446,28.717000,-285.389465,-680.715759,-289.414795,-303.970154,-372.316589,-231.104950,-284.507050,-805.031494,-321.747223,-294.736237,-408.658234,-354.411713,-282.218109,-640.979187,-430.534821,-295.875214,-292.934814,-449.450104,-325.593414,-446.121155,-170.439270,-309.354980,-859.674316,-243.907654,-310.903900,-468.856293,-481.083008,,,,,,,,,,,,
3447,28.725000,-284.279175,-676.578125,-286.453918,-303.190826,-369.850128,-228.360229,-283.149078,-801.474121,-316.144318,-293.884460,-406.148010,-351.654602,-280.960327,-638.514465,-427.949615,-295.104736,-290.591156,-446.952515,-324.646851,-443.525085,-167.778900,-307.892181,-853.626160,-236.821640,-309.941162,-466.582336,-478.527283,,,,,,,,,,,,
3448,28.733000,-283.132446,-672.356689,-283.372986,-302.483063,-366.971100,-225.655991,-281.562622,-797.721375,-310.509125,-292.992554,-403.422180,-348.863983,-279.503235,-635.919556,-425.238312,-294.504242,-287.882812,-444.257629,-323.891022,-440.826569,-165.003067,-306.710907,-847.576172,-229.633606,-308.792450,-463.888641,-475.982971,,,,,,,,,,,,
3449,28.742000,-281.911682,-667.911255,-280.108765,-302.101227,-364.054260,-222.742569,-279.978577,-793.896301,-304.780457,-292.375793,-400.450562,-345.904449,-278.115143,-633.040894,-422.345642,-293.920502,-285.054565,-441.520050,-323.388763,-437.933014,-162.082199,-305.098419,-841.470886,-222.819931,-307.648956,-461.123505,-473.229584,,,,,,,,,,,,
3450,28.750000,-280.678009,-663.398804,-276.833984,-302.095703,-360.982941,-219.635544,-278.200500,-789.677673,-299.290649,-291.823578,-397.262665,-342.901855,-276.620026,-629.831116,-419.455048,-293.515625,-281.968781,-438.657349,-323.167053,-434.919495,-159.152420,-303.518890,-835.542603,-216.202148,-306.627716,-458.025146,-470.262909,,,,,,,,,,,,
3451,28.758000,-279.471863,-658.667725,-273.337189,-302.103210,-357.578430,-216.650711,-276.435211,-785.226196,-293.913361,-291.385132,-394.051239,-339.850922,-275.059418,-626.703491,-416.334076,-293.170959,-278.814331,-435.754730,-323.235107,-431.647980,-156.151489,-301.816467,-829.386230,-209.970276,-305.599792,-455.040833,-467.336151,,,,,,,,,,,,
3452,28.767000,-278.280853,-653.712646,-269.887177,-302.451782,-354.103729,-213.635239,-274.541931,-780.518250,-288.636871,-291.093079,-390.518768,-336.652222,-273.552032,-623.269653,-413.136139,-292.830292,-275.531982,-432.847778,-323.518494,-428.119019,-153.070892,-300.220093,-823.359070,-203.980499,-304.526184,-451.751007,-464.380554,,,,,,,,,,,,
